lemma,translation,iew_reference,author,category,innovation,pie_stem,branch,language_form_and_translation,notes
*h₁erg̑ʰ-{1},‘besteigen’{2},IEW 328,M. K.,amphidynamic root-present,0,*h₁érg̑ʰ-/h₁r̥g̑ʰ-,Celtic,"[air. Ipv. eirgg ‘geh!’{4}, [Fut. -riga/-rega ‘wird gehen’{5}","notes: {1} Nach WATKINS, BSL 70 (1975) 11-26 auch in uridg. *h₁órg̑ʰ-i- ‘Hode’: heth. arki-, jav. ərəzi-, gr. ὄρχις usw. – {2} Oft speziell für Geschlechtsverkehr von Tieren, vgl. WATKINS, l.c., doch einzelsprachlich auch in neutralem Sinn ‘steigen’ → ‘gehen, kommen’. – {4} *erge < *h₁erg̑ʰe, Thematisierung des starken Stammes. Suppl. zu tíag- ‘gehen’ (s. *stei̯gʰ-). – {5} Gemäß MCCONE 174-6 nach der a-Flexion umgebildet aus thematischem Präs. *rige- < *r̥gʰe- ← *h₁érg̑ʰ-/h₁r̥g̑ʰ-; diese Annahme erklärt das bei alter a-Flexion unverständliche Schwanken zwischen i und e in der Wurzel.##"
*h₁erg̑ʰ-{1},‘besteigen’{2},IEW 328,M. K.,iterative,0,*h₁org̑ʰ-éi̯e-,Greek,gr. ὀρχέομαι ‘tanze’{6},"notes: {1} Nach WATKINS, BSL 70 (1975) 11-26 auch in uridg. *h₁órg̑ʰ-i- ‘Hode’: heth. arki-, jav. ərəzi-, gr. ὄρχις usw. – {2} Oft speziell für Geschlechtsverkehr von Tieren, vgl. WATKINS, l.c., doch einzelsprachlich auch in neutralem Sinn ‘steigen’ → ‘gehen, kommen’. – {6} In Inschriften auch in sexuellem Kontext (neben οἴφω), vgl. WATKINS, l.c. 18-9. Die semantische Entwicklung ist im Einzelnen ungeklärt."
*h₁erg̑ʰ-{1},‘besteigen’{2},IEW 328,M. K.,perfect,1,–,Albanian,aalb. Aor. /erθ/ ‘kam’{7},"notes: {1} Nach WATKINS, BSL 70 (1975) 11-26 auch in uridg. *h₁órg̑ʰ-i- ‘Hode’: heth. arki-, jav. ərəzi-, gr. ὄρχις usw. – {2} Oft speziell für Geschlechtsverkehr von Tieren, vgl. WATKINS, l.c., doch einzelsprachlich auch in neutralem Sinn ‘steigen’ → ‘gehen, kommen’. – {7} Modern erdhi, nach KLINGENSCHMITT, MSS 40 (1981) 99; 12411 mit Umlaut aus neugebildetem *arj́e < *org̑ʰe, unumgelautetes a noch im Ptz. ageg. /arßun‘/ (neutosk. ardhur); Präs. suppl. vjen (1s vij) ← lat. uenire."
*h₁erH-{1},‘waschen’,[IEW 337],M. K.,root,0,*h₁erH-{1},PIE,PIE *h₁erH-{1} ‘waschen’,"notes: {1} Laryngalfarbe unklar, da im Heth. alle Laryngale an r assimilieren."
*h₁erH-{1},‘waschen’,[IEW 337],M. K.,root aorist,0,*h₁érH-/h₁r̥H-,Tocharian,toch.A Absolutiv yāyruräṣ ‘gebadet habend’{2},"notes: {1} Laryngalfarbe unklar, da im Heth. alle Laryngale an r assimilieren. – {2} ← *yärā-, s. HACKSTEIN 319."
*h₁erH-{1},‘waschen’,[IEW 337],M. K.,nasal-infix present,0,*h₁r̥-né/n-H-,Tocharian,"[toch.A yärnās- ‘baden, sich reinigen’{3}","notes: {1} Laryngalfarbe unklar, da im Heth. alle Laryngale an r assimilieren. – {3} Mit -s- aus urtoch. *yərna- weitergebildet, das die R(e) aus dem Aorist übernommen hat, s. HACKSTEIN 319."
*h₁erH-{1},‘waschen’,[IEW 337],M. K.,iterative,0,?*h₁orH-éi̯e-,Anatolian,[heth. ārri ‘wäscht’{4},"notes: {1} Laryngalfarbe unklar, da im Heth. alle Laryngale an r assimilieren. – {4} So nach OETTINGER 438; möglich wäre auch altes Perfekt mit sekundärer Bedeutung."
?*h₁erh₂-{1},‘lieben’,IEW –,M. K.,root,0,?*h₁erh₂-{1},PIE,PIE ?*h₁erh₂-{1} ‘lieben’,notes: {1} Nur gr.
?*h₁erh₂-{1},‘lieben’,IEW –,M. K.,amphidynamic root-present,0,*h₁érh₂-/h₁r̥h₂-,Greek,gr. ἔραμαι ‘liebe’,notes: {1} Nur gr.
?*h₁erh₂-{1},‘lieben’,IEW –,M. K.,sigmatic aorist,0,?*h₁ḗrh₂/h₁érh₂-s-,Greek,[gr. ἠράσσατο ‘liebte’,notes: {1} Nur gr.
?*h₁erh₂-{1},‘lieben’,IEW –,M. K.,R(z)-i̯e-present,1,–,Greek,gr. (Hdt.+) ἐράω ‘liebe’{2},notes: {1} Nur gr. – {2} Analogisch zum Aorist.
?*h₁erk-{1},‘zerschneiden’,IEW –,M. K.,root,0,?*h₁erk-{1},PIE,PIE ?*h₁erk-{1} ‘zerschneiden’,"notes: {1} Nur anatol. und ital., vgl. auch lat. erctum n. ‘Teilung des Erbes’ < *h₁érk-to-."
?*h₁erk-{1},‘zerschneiden’,IEW –,M. K.,zero-grade i̯é-present,0,?*h₁r̥k-i̯é-,Italic,"[lat. erciscō, -ere ‘(die Erbschaft) teilen’{1a}","notes: {1} Nur anatol. und ital., vgl. auch lat. erctum n. ‘Teilung des Erbes’ < *h₁érk-to-. – {1a} Weitergebildet aus *ercire, wohl mit analogischem e für *orcire, vgl. EICHNER, GS KRONASSER 21-6, bes. 2334."
?*h₁erk-{1},‘zerschneiden’,IEW –,M. K.,perfect,0,?*h₁e-h₁órk/h₁r̥k-,Anatolian,"heth. ārki, arkanzi ‘zerschneiden, aufteilen’{2}","notes: {1} Nur anatol. und ital., vgl. auch lat. erctum n. ‘Teilung des Erbes’ < *h₁érk-to-. – {2} Mit Bedeutung von einem (Wurzel-)Aorist; oder umgebildet aus Iterativum *h₁ork-éi̯e-, vgl. OETTINGER 414-5; nicht hierher gehört gegen OETTINGER, l.c. mediales ark- ‘bespringen’, s. *h₁erg̑ʰ-."
*h₁erkʷ-{1},"‘strahlen, singen’",IEW 340,M. K.,root,0,*h₁erkʷ-{1},PIE,"PIE *h₁erkʷ-{1} ‘strahlen, singen’","notes: {1} Der Ansatz mit Labiovelar im Auslaut ist jetzt (gegen LIV¹) gesichert durch heth. arku- /arkw-/ ‘to chant, intone’, s. MELCHERTJCS 50 (1998). Nicht hierher jedoch heth. arkuwae- ‘erklären, entschuldigen’ (nicht ‘beten’), das wegen seiner Bedeutung fernzuhalten ist und ‘vielmehr zu lat. arguere ‘erklären, erweisen’ gehört, vgl. PUHVEL I 150; MELCHERT, l.c.; vgl. noch arm. erg ‘Lied’, air. erc ‘Himmel’."
*h₁erkʷ-{1},"‘strahlen, singen’",IEW 340,M. K.,amphidynamic root-present,0,*h₁érkʷ-/h₁r̥kʷ-,Anatolian,"heth. arkuwanzi ‘sie singen’, 3s Prät. arkutta{1a}","notes: {1} Der Ansatz mit Labiovelar im Auslaut ist jetzt (gegen LIV¹) gesichert durch heth. arku- /arkw-/ ‘to chant, intone’, s. MELCHERTJCS 50 (1998). Nicht hierher jedoch heth. arkuwae- ‘erklären, entschuldigen’ (nicht ‘beten’), das wegen seiner Bedeutung fernzuhalten ist und ‘vielmehr zu lat. arguere ‘erklären, erweisen’ gehört, vgl. PUHVEL I 150; MELCHERT, l.c.; vgl. noch arm. erg ‘Lied’, air. erc ‘Himmel’. – {1a} S. MELCHERT, l.c."
*h₁erkʷ-{1},"‘strahlen, singen’",IEW 340,M. K.,amphidynamic root-present,0,*h₁érkʷ-/h₁r̥kʷ-,Indic,[ved. árcati ‘strahlt; (lob)singt’{2},"notes: {1} Der Ansatz mit Labiovelar im Auslaut ist jetzt (gegen LIV¹) gesichert durch heth. arku- /arkw-/ ‘to chant, intone’, s. MELCHERTJCS 50 (1998). Nicht hierher jedoch heth. arkuwae- ‘erklären, entschuldigen’ (nicht ‘beten’), das wegen seiner Bedeutung fernzuhalten ist und ‘vielmehr zu lat. arguere ‘erklären, erweisen’ gehört, vgl. PUHVEL I 150; MELCHERT, l.c.; vgl. noch arm. erg ‘Lied’, air. erc ‘Himmel’. – {2} Zur Semantik vgl. GOTŌ 97-9."
*h₁erkʷ-{1},"‘strahlen, singen’",IEW 340,M. K.,amphidynamic root-present,0,*h₁érkʷ-/h₁r̥kʷ-,Iranian,[khot. āljs- ‘singen’{3},"notes: {1} Der Ansatz mit Labiovelar im Auslaut ist jetzt (gegen LIV¹) gesichert durch heth. arku- /arkw-/ ‘to chant, intone’, s. MELCHERTJCS 50 (1998). Nicht hierher jedoch heth. arkuwae- ‘erklären, entschuldigen’ (nicht ‘beten’), das wegen seiner Bedeutung fernzuhalten ist und ‘vielmehr zu lat. arguere ‘erklären, erweisen’ gehört, vgl. PUHVEL I 150; MELCHERT, l.c.; vgl. noch arm. erg ‘Lied’, air. erc ‘Himmel’. – {3} S. EMMERICK 11; BAILEY 25a."
*h₁erkʷ-{1},"‘strahlen, singen’",IEW 340,M. K.,sigmatic aorist,0,?*h₁ḗrkʷ/h₁érkʷ-s-,Tocharian,[toch.A yärksāt ‘verehrte’,"notes: {1} Der Ansatz mit Labiovelar im Auslaut ist jetzt (gegen LIV¹) gesichert durch heth. arku- /arkw-/ ‘to chant, intone’, s. MELCHERTJCS 50 (1998). Nicht hierher jedoch heth. arkuwae- ‘erklären, entschuldigen’ (nicht ‘beten’), das wegen seiner Bedeutung fernzuhalten ist und ‘vielmehr zu lat. arguere ‘erklären, erweisen’ gehört, vgl. PUHVEL I 150; MELCHERT, l.c.; vgl. noch arm. erg ‘Lied’, air. erc ‘Himmel’."
*h₁erkʷ-{1},"‘strahlen, singen’",IEW 340,M. K.,éi̯e-causative–iterative,0,?*h₁orkʷ-éi̯e-,Indic,ved. arcayas ‘du läßt strahlen’,"notes: {1} Der Ansatz mit Labiovelar im Auslaut ist jetzt (gegen LIV¹) gesichert durch heth. arku- /arkw-/ ‘to chant, intone’, s. MELCHERTJCS 50 (1998). Nicht hierher jedoch heth. arkuwae- ‘erklären, entschuldigen’ (nicht ‘beten’), das wegen seiner Bedeutung fernzuhalten ist und ‘vielmehr zu lat. arguere ‘erklären, erweisen’ gehört, vgl. PUHVEL I 150; MELCHERT, l.c.; vgl. noch arm. erg ‘Lied’, air. erc ‘Himmel’."
*h₁erkʷ-{1},"‘strahlen, singen’",IEW 340,M. K.,se-present,1,–,Tocharian,toch.A yärksantär ‘verehren’,"notes: {1} Der Ansatz mit Labiovelar im Auslaut ist jetzt (gegen LIV¹) gesichert durch heth. arku- /arkw-/ ‘to chant, intone’, s. MELCHERTJCS 50 (1998). Nicht hierher jedoch heth. arkuwae- ‘erklären, entschuldigen’ (nicht ‘beten’), das wegen seiner Bedeutung fernzuhalten ist und ‘vielmehr zu lat. arguere ‘erklären, erweisen’ gehört, vgl. PUHVEL I 150; MELCHERT, l.c.; vgl. noch arm. erg ‘Lied’, air. erc ‘Himmel’."
*h₁ers-,‘fließen’,IEW 336-7,M. K.,root,0,*h₁ers-,PIE,PIE *h₁ers- ‘fließen’,
*h₁ers-,‘fließen’,IEW 336-7,M. K.,amphidynamic root-present,0,*h₁érs-/h₁r̥s-,Anatolian,"heth. āraszi, arsanzi ‘fließen’{1}","notes: {1} Dazu erweitertes kluw. arsyi- ‘fließen’, vgl. OETTINGER 185-7; zum möglichen Ablaut ārs- : ărs- im Heth. vgl. KIMBALL, MSS 53 (1992[94]) 94 mit Anm. 71."
*h₁ers-,‘fließen’,IEW 336-7,M. K.,amphidynamic root-present,0,*h₁érs-/h₁r̥s-,Indic,[ved. árṣati ‘fließt’{2},notes: {2} Zur Abgrenzung von arṣ ‘stoßen’ (s. *Hers-) vgl. GOTŌ 104-5.
1.*h₁es-{1},"‘dasein, sein’",IEW 340-1,M. K.,root,0,1.*h₁es-{1},PIE,"PIE 1.*h₁es-{1} ‘dasein, sein’","notes: {1} Anlautender Laryngal wird erwiesen durch ved. ā́sant- ‘nicht seiend’ < *n̥n̥-h₁sent-, außerdem durch die gr. Formen mit R(z) *es- nahegelegt, die man andernfalls analogisch erklären müßte."
1.*h₁es-{1},"‘dasein, sein’",IEW 340-1,M. K.,amphidynamic root-present,0,*h₁és-/h₁s-,Anatolian,"heth. ēszi, asanzi ‘ist, sind’{2}; kluw. āsta ‘war’, hluw. asti ‘ist’, lyk. esi, hãti ‘ist, sind’","notes: {1} Anlautender Laryngal wird erwiesen durch ved. ā́sant- ‘nicht seiend’ < *n̥n̥-h₁sent-, außerdem durch die gr. Formen mit R(z) *es- nahegelegt, die man andernfalls analogisch erklären müßte. – {2} Mit sekundärem Ablaut ē : a; *h₁ ist im Anlaut vor Kons. lautgesetzlich geschwunden, vgl. OETTINGER, Grammatica ittita 216-7."
1.*h₁es-{1},"‘dasein, sein’",IEW 340-1,M. K.,amphidynamic root-present,0,*h₁és-/h₁s-,Indic,"ved. ásti, sánti ‘ist, sind’","notes: {1} Anlautender Laryngal wird erwiesen durch ved. ā́sant- ‘nicht seiend’ < *n̥n̥-h₁sent-, außerdem durch die gr. Formen mit R(z) *es- nahegelegt, die man andernfalls analogisch erklären müßte."
1.*h₁es-{1},"‘dasein, sein’",IEW 340-1,M. K.,amphidynamic root-present,0,*h₁és-/h₁s-,Iranian,"av. astī̆, həṇtī̆ ‘ist, sind’","notes: {1} Anlautender Laryngal wird erwiesen durch ved. ā́sant- ‘nicht seiend’ < *n̥n̥-h₁sent-, außerdem durch die gr. Formen mit R(z) *es- nahegelegt, die man andernfalls analogisch erklären müßte."
1.*h₁es-{1},"‘dasein, sein’",IEW 340-1,M. K.,amphidynamic root-present,0,*h₁és-/h₁s-,Armenian,arm. em ‘bin’{3},"notes: {1} Anlautender Laryngal wird erwiesen durch ved. ā́sant- ‘nicht seiend’ < *n̥n̥-h₁sent-, außerdem durch die gr. Formen mit R(z) *es- nahegelegt, die man andernfalls analogisch erklären müßte. – {3} Mit der them. Flexion gekreuzt: e- ‘sein’ flektiert wie Verben mit dem Suffix -e-."
1.*h₁es-{1},"‘dasein, sein’",IEW 340-1,M. K.,amphidynamic root-present,0,*h₁és-/h₁s-,Greek,"gr. ἐστί, εἰσί ‘ist, sind’, myk. e-e-si /ehensi/ ‘sind’","notes: {1} Anlautender Laryngal wird erwiesen durch ved. ā́sant- ‘nicht seiend’ < *n̥n̥-h₁sent-, außerdem durch die gr. Formen mit R(z) *es- nahegelegt, die man andernfalls analogisch erklären müßte."
1.*h₁es-{1},"‘dasein, sein’",IEW 340-1,M. K.,amphidynamic root-present,0,*h₁és-/h₁s-,Italic,"lat. est, [sunt ‘ist, sind’{4}; osk. umbr. sent ‘sind’","notes: {1} Anlautender Laryngal wird erwiesen durch ved. ā́sant- ‘nicht seiend’ < *n̥n̥-h₁sent-, außerdem durch die gr. Formen mit R(z) *es- nahegelegt, die man andernfalls analogisch erklären müßte. – {4} Ersatz der Endung *-énti durch them. *-onti, danach halbthematisch flektiert, mit Wechsel der Stämme es- und *so-."
1.*h₁es-{1},"‘dasein, sein’",IEW 340-1,M. K.,amphidynamic root-present,0,*h₁és-/h₁s-,Celtic,"air. is, it; akymr. is, hint ‘ist, sind’","notes: {1} Anlautender Laryngal wird erwiesen durch ved. ā́sant- ‘nicht seiend’ < *n̥n̥-h₁sent-, außerdem durch die gr. Formen mit R(z) *es- nahegelegt, die man andernfalls analogisch erklären müßte."
1.*h₁es-{1},"‘dasein, sein’",IEW 340-1,M. K.,amphidynamic root-present,0,*h₁és-/h₁s-,Germanic,"got. (+) ist, sind ‘ist, sind’{5}","notes: {1} Anlautender Laryngal wird erwiesen durch ved. ā́sant- ‘nicht seiend’ < *n̥n̥-h₁sent-, außerdem durch die gr. Formen mit R(z) *es- nahegelegt, die man andernfalls analogisch erklären müßte. – {5} Zur germ. Entwicklung vgl. LÜHR, Koll. Freiburg 1981, 27-38."
1.*h₁es-{1},"‘dasein, sein’",IEW 340-1,M. K.,amphidynamic root-present,0,*h₁és-/h₁s-,Baltic,"alit. esmì, ẽsti ‘bin, ist’; apr. est ‘ist’{6}","notes: {1} Anlautender Laryngal wird erwiesen durch ved. ā́sant- ‘nicht seiend’ < *n̥n̥-h₁sent-, außerdem durch die gr. Formen mit R(z) *es- nahegelegt, die man andernfalls analogisch erklären müßte. – {6} Neulit. them. esù; R(e) verallgemeinert. Das alte Ipf. *e-h₁(e)s- dazu liegt nach KLINGENSCHMITT 35 (mit Lit.) im apr. Prät. bēi ← *bē < *b-ēt ← *b-ēst vor, mit b- von der Suppletivwurzel *bʰu̯eh₂- ‘werden’."
1.*h₁es-{1},"‘dasein, sein’",IEW 340-1,M. K.,amphidynamic root-present,0,*h₁és-/h₁s-,Slavic,"aksl. (+) jesmь, [sǫtъ ‘bin, sind’{7}","notes: {1} Anlautender Laryngal wird erwiesen durch ved. ā́sant- ‘nicht seiend’ < *n̥n̥-h₁sent-, außerdem durch die gr. Formen mit R(z) *es- nahegelegt, die man andernfalls analogisch erklären müßte. – {7} R(e) mit Ausnahme der 3p sǫtъ (mit Einführung des them. Ausgang *-onti) verallgemeinert. Nach H. M. CHADWICK, IF 11 (1900) 1501 geht das Ipf. bě auf *b-ēst zurück (b- von der Suppletivwurzel *bʰu̯eh₂- ‘werden’ übertragen), vgl. auch KLINGENSCHMITT 3-45; zum Ipf. bě ist wohl nach dem Vorbild der Zustandsverben auf -i-/-ě- das als Hilfsverb des Konditionals fungierende Präs. bi- gebildet. Der urspr. Optativ *h₁s-ih₁- wird von der Partikel si fortgesetzt, s. REINHART, GS SCHINDLER 501-14 mit Lit."
1.*h₁es-{1},"‘dasein, sein’",IEW 340-1,M. K.,amphidynamic root-present,0,*h₁és-/h₁s-,Albanian,alb. jam ‘bin’{8},"notes: {1} Anlautender Laryngal wird erwiesen durch ved. ā́sant- ‘nicht seiend’ < *n̥n̥-h₁sent-, außerdem durch die gr. Formen mit R(z) *es- nahegelegt, die man andernfalls analogisch erklären müßte. – {8} < *esmi; dazu 3s ‘sht‘, geg. âsht‘ < *an-esti. Vgl. DEMIRAJ 207-8; OREL 156 mit Lit. Dazu suppl. Aorist qe(sh‘), s. *kʷelh₁-."
1.*h₁es-{1},"‘dasein, sein’",IEW 340-1,M. K.,amphidynamic root-present,0,*h₁és-/h₁s-,Tocharian,[toch.B Ipf. 3s ṣai; A ṣeṣ ‘war’{9},"notes: {1} Anlautender Laryngal wird erwiesen durch ved. ā́sant- ‘nicht seiend’ < *n̥n̥-h₁sent-, außerdem durch die gr. Formen mit R(z) *es- nahegelegt, die man andernfalls analogisch erklären müßte. – {9} < urtoch. *ṣei- mit recharakterisierender Anfügung des toch. Optativformans -i- an *ṣe- < *h₁sii̯éh₁-, vgl. PINAULT 129."
1.*h₁es-{1},"‘dasein, sein’",IEW 340-1,M. K.,sk̑é-present,0,*h₁s-sk̑é-,Anatolian,pal. iska ‘sei!’{10},"notes: {1} Anlautender Laryngal wird erwiesen durch ved. ā́sant- ‘nicht seiend’ < *n̥n̥-h₁sent-, außerdem durch die gr. Formen mit R(z) *es- nahegelegt, die man andernfalls analogisch erklären müßte. – {10} S. HACKSTEIN 279 mit Lit. Dagegen Neubildung heth. ēskanzi ‘sind jeweils’ mit sekundärer R(e)."
1.*h₁es-{1},"‘dasein, sein’",IEW 340-1,M. K.,sk̑é-present,0,*h₁s-sk̑é-,Greek,gr. ep. Ipf. ἔσκε ‘war wiederholt’{11},"notes: {1} Anlautender Laryngal wird erwiesen durch ved. ā́sant- ‘nicht seiend’ < *n̥n̥-h₁sent-, außerdem durch die gr. Formen mit R(z) *es- nahegelegt, die man andernfalls analogisch erklären müßte. – {11} Produktiver Iterativtyp."
1.*h₁es-{1},"‘dasein, sein’",IEW 340-1,M. K.,sk̑é-present,0,*h₁s-sk̑é-,Italic,[alat. escit ‘wird sein’{12},"notes: {1} Anlautender Laryngal wird erwiesen durch ved. ā́sant- ‘nicht seiend’ < *n̥n̥-h₁sent-, außerdem durch die gr. Formen mit R(z) *es- nahegelegt, die man andernfalls analogisch erklären müßte. – {12} Mit analogischer R(e)."
1.*h₁es-{1},"‘dasein, sein’",IEW 340-1,M. K.,sk̑é-present,0,*h₁s-sk̑é-,Tocharian,"toch.B starä, skentarä ‘ist, sind (Kopula)’{13}","notes: {1} Anlautender Laryngal wird erwiesen durch ved. ā́sant- ‘nicht seiend’ < *n̥n̥-h₁sent-, außerdem durch die gr. Formen mit R(z) *es- nahegelegt, die man andernfalls analogisch erklären müßte. – {13} Vgl. ñ auch zu den anderen Sprachen ñ ausführlich HACKSTEIN 272-82."
1.*h₁es-{1},"‘dasein, sein’",IEW 340-1,M. K.,perfect,1,–,Indic,ved. ā́sa ‘ist gewesen’{14},"notes: {1} Anlautender Laryngal wird erwiesen durch ved. ā́sant- ‘nicht seiend’ < *n̥n̥-h₁sent-, außerdem durch die gr. Formen mit R(z) *es- nahegelegt, die man andernfalls analogisch erklären müßte. – {14} Uriir. Neubildung, vgl. KÜMMEL, Perfekt 111-3."
1.*h₁es-{1},"‘dasein, sein’",IEW 340-1,M. K.,perfect,1,–,Iranian,aav. ā̊ŋ́harə̄ ‘sind gewesen’{15},"notes: {1} Anlautender Laryngal wird erwiesen durch ved. ā́sant- ‘nicht seiend’ < *n̥n̥-h₁sent-, außerdem durch die gr. Formen mit R(z) *es- nahegelegt, die man andernfalls analogisch erklären müßte. – {15} Vgl. KÜMMEL, Perfekt 618-20."
2.*h₁es-{0},"‘werfen, schießen’",IEW –,"Th. Z., M. K.",root,0,2.*h₁es-{0},PIE,"PIE 2.*h₁es-{0} ‘werfen, schießen’","notes: {0} Ansatz mit *h₁ wegen des Heth.; sollte dieses entfallen (s.u. Anm. 3), kann der Laryngal nicht näher bestimmt werden."
2.*h₁es-{0},"‘werfen, schießen’",IEW –,"Th. Z., M. K.",root aorist,0,*h₁és-/h₁s-,Indic,"ved. 3p Inj. ví asan RV 4,3,11 ‘werfen auseinander’{1}","notes: {0} Ansatz mit *h₁ wegen des Heth.; sollte dieses entfallen (s.u. Anm. 3), kann der Laryngal nicht näher bestimmt werden. – {1} Dazu 2s Inj. Med. asthās MS 4,2,12, aus der ein Stamm asthā- abstrahiert und dann zu astha- thematisiert wurde, s. HOFFMANN, Inj. 59-60."
2.*h₁es-{0},"‘werfen, schießen’",IEW –,"Th. Z., M. K.",root aorist,0,*h₁és-/h₁s-,Iranian,"aav. 2s Inj. as Y. 34,8 ‘sandtest’; Konj. aŋ́hat̰ Y. 44,19 ‘wird treffen’{2}","notes: {0} Ansatz mit *h₁ wegen des Heth.; sollte dieses entfallen (s.u. Anm. 3), kann der Laryngal nicht näher bestimmt werden. – {2} Vgl. HUMBACH, The Gāthās II 109, 160."
2.*h₁es-{0},"‘werfen, schießen’",IEW –,"Th. Z., M. K.",zero-grade i̯é-present,0,?*h₁s-i̯é-,Anatolian,"?heth. siēzzi ‘wirft, schleudert’{3}","notes: {0} Ansatz mit *h₁ wegen des Heth.; sollte dieses entfallen (s.u. Anm. 3), kann der Laryngal nicht näher bestimmt werden. – {3} Diachronisch zu trennen von sāi-, siya- ‘drücken, einpressen’ (s. *seh₁-). Vgl. KIMBALL, GS COWGILL 163-81; anders OETTINGER 473-4: *sh₁-i̯é-; ähnlich nach MELCHERT, HS 102 (1989) 37-8 zu 1.*seh₁i̯- ‘loslassen’, s.d."
2.*h₁es-{0},"‘werfen, schießen’",IEW –,"Th. Z., M. K.",zero-grade i̯é-present,0,?*h₁s-i̯é-,Indic,"[ved. ásyati ‘wirft, schleudert’{4}","notes: {0} Ansatz mit *h₁ wegen des Heth.; sollte dieses entfallen (s.u. Anm. 3), kann der Laryngal nicht näher bestimmt werden. – {4} Mit analogischer R(e) zur Verdeutlichung der Wurzel. Wenn das heth. Verb nicht hierher gehört, kann auch altes *h₁és-i̯e- angesetzt werden."
2.*h₁es-{0},"‘werfen, schießen’",IEW –,"Th. Z., M. K.",zero-grade i̯é-present,0,?*h₁s-i̯é-,Iranian,[jav. aŋ́hiieiti ‘wirft’{5},"notes: {0} Ansatz mit *h₁ wegen des Heth.; sollte dieses entfallen (s.u. Anm. 3), kann der Laryngal nicht näher bestimmt werden. – {5} Form wie ved.; zum Präsens auch die von KELLENS, Verbe 420-1, 423-4zumPerfekt gestellten Formen in Y. 9,11, Yt. 8,39, vgl. HOFFMANN-NARTEN 58-9; KÜMMEL, Perfekt 620-1 mit Lit."
2.*h₁es-{0},"‘werfen, schießen’",IEW –,"Th. Z., M. K.",perfect,1,–,Indic,ved. ā́sa ‘hat geworfen’{6},"notes: {0} Ansatz mit *h₁ wegen des Heth.; sollte dieses entfallen (s.u. Anm. 3), kann der Laryngal nicht näher bestimmt werden. – {6} Vgl. KÜMMEL, Perfekt 114-5. Eine av. Entsprechung existiert gegen KELLENS,Verbe 400,4024 nicht, s. KÜMMEL, Perfekt 620-1 mit Lit."
*h₁eu̯-{1},"‘sehen, erblicken’",IEW 78,M. K.,root,0,*h₁eu̯-{1},PIE,"PIE *h₁eu̯-{1} ‘sehen, erblicken’","notes: {1} Zusammenhang mit *h₂u̯ei̯s- ‘wahrnehmen’ in gr. ἀΐω usw., ist wegen des fehlenden †h im Anlaut des heth. Verbums unmöglich; angebliches ved. (ud-, pra-) áva- ‘wahrnehmen’ existiert nicht, s. GOTŌ 107."
*h₁eu̯-{1},"‘sehen, erblicken’",IEW 78,M. K.,zero-grade é-present,0,?*h₁(u)u̯-é-,Indic,"ved. 1s Med. uvā RV 10,86,7 ‘ich sehe (an mir)’{2}","notes: {1} Zusammenhang mit *h₂u̯ei̯s- ‘wahrnehmen’ in gr. ἀΐω usw., ist wegen des fehlenden †h im Anlaut des heth. Verbums unmöglich; angebliches ved. (ud-, pra-) áva- ‘wahrnehmen’ existiert nicht, s. GOTŌ 107. – {2} Vgl. mahārāṣṭri uaha ‘schaut!’, s. W. P. SCHMID, IF 63 (1958) 144-5; zu überlegen bleibt, ob uvā auch ein thematischer Inj. Aor. sein könnte."
*h₁eu̯-{1},"‘sehen, erblicken’",IEW 78,M. K.,perfect,0,*h₁e-h₁óu̯/h₁u-,Anatolian,"[heth. ūhhi, autti, uwanzi ‘sehen’{3}","notes: {1} Zusammenhang mit *h₂u̯ei̯s- ‘wahrnehmen’ in gr. ἀΐω usw., ist wegen des fehlenden †h im Anlaut des heth. Verbums unmöglich; angebliches ved. (ud-, pra-) áva- ‘wahrnehmen’ existiert nicht, s. GOTŌ 107. – {3} Vgl. OETTINGER 405-8, 501; vor dentalhaltigen Endungen meist mit s erweiterter Stamm aus-, z.B. 3s auszi, sicher sekundär, vgl. MELCHERT, SHHP 65-6; der Wechsel ū-/au- im heth. Paradigma ist eine Folge der Monophthongierung au > ū, die vor Dentalen unterblieb, s. MELCHERT, AHP 148-9."
*h₁eu̯H-{1},"‘helfen, fördern’",IEW 77-8,M. K.,root,0,*h₁eu̯H-{1},PIE,"PIE *h₁eu̯H-{1} ‘helfen, fördern’","notes: {1} Das Heth. schließt *h₂ und *h₃ aus; davon zu trennen *h₂eu̯- ‘genießen’, s.d."
*h₁eu̯H-{1},"‘helfen, fördern’",IEW 77-8,M. K.,root aorist,0,*h₁éu̯H-/h₁uH-,Indic,ved. ā́vit ‘hat geholfen’{2},"notes: {1} Das Heth. schließt *h₂ und *h₃ aus; davon zu trennen *h₂eu̯- ‘genießen’, s.d. – {2} Inj. ávit; außerhalb der 2s/3s zu áviṣ- umgebildet, s. NARTEN 86-7."
*h₁eu̯H-{1},"‘helfen, fördern’",IEW 77-8,M. K.,i-reduplicated athematic present,0,?*h₁i-h₁éu̯H/h₁uH-,Anatolian,[heth. iya(u)watta ‘erholt sich’{3},"notes: {1} Das Heth. schließt *h₂ und *h₃ aus; davon zu trennen *h₂eu̯- ‘genießen’, s.d. – {3} Hierher nach PUHVEL II 353; a aus sekundärer R(o); andernfalls müßte eine idg. a-Wurzel *h₁au̯H- angesetzt werden."
